product_name,sugars_100g,proteins_100g,categories_tags,ingredients_text,primary_category
Original & Cheese,0.0,21.875,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:sliced-cheeses",,Other
Long Boi Gang,3.63636363636364,21.8181818181818,en:snacks,"Beef, Pork, Mechanically Separated Chicken, Water, Textured Soy Flour, Corn Syrup, Salt, Contains Less Than 2% of: Natural Flavors, Dextrose, Paprika & Extractives of Paprika, Hydrolyzed Soy Protein, Maltodextrin, Lactic Acid Starter Culture, Barley Malt Extract, Citric Acid, Soy Lecithin, Sodium Nitrite.  Contains: Soy.",Snacks
ORIGINAL SNACK SIZE STICKS,3.125,18.75,,,Other
Original,3.6363636363636,21.818181818182,,,Other
Slim Jim,3.7037037037037,22.222222222222,,,Other
Meat stick,3.7037037037037,22.222222222222,,,Other
Slim Jim,0.0,3.125,,"beef, pork, mechanically separated chicken, water, textured soy flour, corn syrup, salt, contains less than 2% of: natural flavors, dextrose, paprika and extractives of paprika, hydrolyzed soy protein, maltodextrin, lactic j acid starter culture, barley malt extract, citric acid, soy lecithin, sodium nitrite. contains: soy.",Other
Snacksized smoked meat sticks,3.125,29.375,,"beef, pork, mechanically separated chicken, water, textured soy flour, corn syrup, salt, contains less than 2% of: natural flavors, dextrose, paprika and extractives of paprika, hydrolyzed soy protein, lactic acid starter culture, barley malt extract, citric acid, soy lecithin, sodium nitrite",Other
Tijuana Mama Pickled Sausage,1.47058823529412,11.7647058823529,,"mechanically separated chicken, pork 10g (19% dv, vit. d (0% dv), a sum (6% cm), iron 10% dv), polas. (2% dv). % dv daiy laue natural flavors, soy protein concentrate, salt, contains less than 2% of: corn syrup beef paprika, sodium erythorbate, red 40, sodium nitite pickled in chicago, il 60654 or call 1-800-382-4994 made with chicken and pork, artif maly colored ntritio facts serv. si susage, aunt per seang: calories 180, otal fat (18% d), sat. fat 4.5g (23% dv, tas fat og, chalest. 6m (20% dv), sodium 1390ng/60% dv) otal cark3 (1% dv), fiber 3g (1% d4), total ingredients: mechanically separated chicken, p astilled white vinegar, water, salt, red 40. contains: soy",Other
Reduced Sodium Salted & Roasted Jumbo Sunflower Seeds,2.5522075,20.7488625,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:seeds,en:sunflower-seeds-and-their-products,en:sunflower-seeds","Sunflower Seeds, Salt",Beverages
Original Salted & Roasted Sunflower Seeds,0.0,8.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:seeds,en:sunflower-seeds-and-their-products,en:sunflower-seeds","SUNFLOWER SEEDS, SALT",Beverages
BAR-B-Q Jumbo Salted & Roasted Sunflower Seeds,3.3333333333333,23.333333333333,,"sunflower seeds, salt, high oleic canola oil, less than 2% of: sugar, tomato powder, spice, yeast extract, onion powder, molasses powder (molasses, maltodextrin), garlic powder, paprika, citric acid, natural flavor including smoke, paprika extractives (color).",Other
Ranch Jumbo Sunflower Seeds,3.33333333333333,23.3333333333333,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:seeds,en:sunflower-seeds-and-their-products,en:sunflower-seeds,en:roasted-sunflower-seeds","SUNFLOWER SEEDS, SALT, CANOLA AND/OR SUNFLOWER OIL, BUTTERMILK POWDER, CORN SYRUP SOLIDS, WHEY POWDER, ONION POWDER, CITRIC ACID, GARLIC POWDER, SPICES, SUGAR, TOMATO POWDER, YEAST EXTRACT, DISODIUM INOSINATE & DISODIUM GUANYLATE, GUM ACACIA, NATURAL FLAVOR.",Beverages
Andy Capp's BBQ Fries,7.1428571428571,3.5714285714286,en:snacks,"Degermed yellow cornmeal, vegetable oil (palm and/or cottonseed oil), sugar, less than 2% of: salt, TBHQ (for freshness), water, chili powder, molasses powder, onion powder, paprika, tomato powder, yeast extract, smoke flavor, citric acid, dried whey, garlic powder, paprika extract (for color), natural flavor. Contains: milk.",Snacks
Cheddar Fries,3.57142857142857,3.57142857142857,en:snacks,"degermed yellow cornmeal, vegetable oil (palm and/or cottonseed oil), dried potatoes, water, cheese powder (whey, salt, buttermilk solids, reduced lactose whey, maltodextrin, monosodium glutamate, citric acid, cheddar , blue cheese [pasteurized milk, cheese culture, salt, enzymes], yellow 5 lake, yellow 6 lake, autolyzed yeast extract, spice, artificial flavor, canola oil, disodium phosphate, yellow 5, yellow 6, lactic acid), less than 2% of: salt, onion powder, monosodium glutamate, tbhq (preservative), shortening powder (soybean oil, corn syrup solids, sodium caseinate, mono , diglycerides), mono - and diglycerides, cheddar cheese flavor (maltodextrin, flavor, whey solids, salt, disodium phosphate), citric acid, dried chives, dried parsley, extractives of paprika, hydrolyzed corn protein, natural flavor, whey powder, yellow 5 lake, yellow 6 lake,contains: milk,",Snacks
Hot Fries,4.7058823529412,7.0588235294118,en:snacks,"Degermed Yellow Corn Meal, Vegetable Oil (Palm Oil And/Or Cottonseed Oil), Dried Potatoes, Water, Whey, Salt, Less than 2% of: Dextrose, Torula Yeast, Spices Including Mustard, Monosodium Glutamate, Spice Extractives Including Paprika, Tomato Powder, Natural and Artificial Flavors, Garlic Powder, Freshness Preserved With Sodium Bisulfite, TBHQ, BHA, BHT. CONTAINS: MILK",Snacks
Smoked Snack Stick,3.125,18.75,"en:meats-and-their-products,en:prepared-meats,en:sausages","BEEF, PORK, MECHANICALLY SEPARATED CHICKEN, WATER, TEXTURED SOY FLOUR, CORN SYRUP, SALT, DEXTROSE, NATURAL FLAVORS, PAPRIKA, MALTODEXTRIN, HYDROLYZED SOY PROTEIN, LACTIC ACID STARTER CULTURE, BARLEY MALT EXTRACT, CITRIC ACID, SOY LECITHIN, SODIUM NITRITE.",Other
Steakhouse,4.0,9.0,,,Other
Jumbo Bar-B-Q Sunflower Seeds,2.08333333333333,27.0833333333333,,,Other
Sultana and cherry cake,40.8,4.0,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes","Sultanas Wheatflour contains soitab/e Gluten (With Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin) • Sugar • Glacé Cherries (Cherries • Glucose-Fructose Svrup • Sugar Acidity Regulator: Citric Acid • Fruit and Vegetable Extracts (Purple Cyrot, Egg ' GI cerol • G ucose Syrup • Rice Flour • Raising Agent: E450, E5Y01 • Salt • Stabiliser: Xanthan Gum • Acidity Regulator: Tartaric Acid • Emulsifier: E471 • Colour: Carotenes. For allergens see ingredients in bold* Not suitable for Nut allergy sufferers due to manufacturing methods€ Suitable for vegetarians",Biscuits
Mackerel Pate,2.0,13.1,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:seafood,en:fishes-and-their-products,en:cereals-and-potatoes,en:fishes,en:cereals-and-their-products,en:fatty-fishes,en:pastas,en:mackerels,en:smoked-fishes",Smoked Mackerel (39%) (Mackerel (_Fish_) (98%) · Salt) · Full Fat Soft Cheese (_Milk_) (26%) · Smoked Peppered Mackerel (16%) (Mackerel (_Fish_) (96%) · Salt · Cracked Black Pepper · Cracked White Pepper · Dried Red Peppers) Crème Fraîche (_Milk_) · Lemon Juice · Horseradish · Rapeseed Oil · Vinegar · Sugar · Cracked Black Pepper · Single Cream (_Milk_) · Dried Whole _Egg_ · Salt · Stabiliser: Xanthan Gum · Dried _Mustard_.,Beverages
40 SUCETTES &quot;FER DE LANCE&quot;,70.0,0.5,,,Other
Panettone,25.6,6.0,"en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:brioches,en:panettone","Farine de blé (contient _Gluten_), Raisins de Smyrne (17% ) Écorce d'orange confite (11 %) (Écorce d'orange, Sirop de glucose-fructose, Sucre, Correcteur d'acidité : Acide citrique), Beurre (_Lait_) (10 %), Sucre Jaune d'_œuf_ pasteurisé (9 %), Levure, Sirop de sucre inverti, Émulsifiant: E471, _Lait_ entier, Sel, Arôme, Alcool.",Snacks
Pure Whey Isolate,1.4,82.0,,,Other
Protein Ice Cream Mix,1.0,33.0,,,Other
Fitnessstange mit Putenschinken,1.9,12.0,,,Other
Crab pate,0.8,12.7,,,Other
Collagene,0.0,82.0,,,Other
Dark Chocolate Corn Thins,26.6,7.2,,,Other
Choc & Orange bar,17.2,1.2,,,Other
Chicken Caesar Wrap,1.43884892086331,12.9496402877698,,,Other
Grilled Buffalo Chicken Wrap,0.706713780918728,11.3074204946996,,,Other
Laceys Cookies Dark Chocolate Almond,34.7826086956522,8.69565217391304,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits","dark chocolate, unsweetened chocolate, sugar, cocoa butter, milk powder, soy lecithin, natural vanilla flavor, almonds, sugar, butter, cream, salt, cream, unbleached enriched flour, wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, honey, natural vanilla flavor",Biscuits
Easy Peelers Tangerines,7.6,0.75,,,Other
Free from choc bar alternative to milk,48.7,3.0,,"Sugar, Cocoa Butter, Cocoa Mass, Rice Flour, Maltodextrin, Emulsifier: Soya Lecithin, Vanilla Extract, Salt. Cocoa Solids 30% minimum.",Other
Huile peperoncino,0.0,0.0,,"Italian Extra Virgin Olive Oil, whole chillis, natural chilli flavor",Other
Choco biscuit,49.0,7.69999980926514,,,Other
Knoppers,35.2999992370605,8.80000019073486,,,Other
Choco und Keks,49.0,7.69999980926514,,,Other
Chocolat fraise,51.0,6.30000019073486,,,Other
Knoppers,38.7999992370605,8.39999961853027,,,Other
Protéines,4.5,72.0,,,Other
Soya protein isolate,1.0,81.0,,,Other
Collagen Coffee,0.0,74.0,,,Other
Mango Pineapple Smoothie Mix,10.25,0.75,,,Other
Frozen Berry Banana Smoothie Mix,9.7,0.7,,,Other
Calveley Mill Mature Cheddar,0.1,25.0,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-from-the-united-kingdom,en:cheeses-from-england,en:cheddar-cheese,en:mature-cheddar",,Other
Protein pancake mix,3.1,52.0,,,Other
Frozen Very Berry Smoothie Mix,8.75,0.875,,,Other
Frozen whole strawberries,6.1,0.6,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:berries,en:strawberries",,Beverages
Galettes,0.0,0.9,,,Other
Frozen Mango,16.625,0.875,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:fruits-based-foods,en:frozen-plant-based-foods,en:fruits,en:tropical-fruits,en:frozen-fruits,en:frozen-tropical-fruits,en:frozen-mangos",,Beverages
Frozen summer fruits,5.2,1.1,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:fruits-based-foods,en:frozen-plant-based-foods,en:fruits,en:frozen-fruits,en:frozen-berries","Raspberry (25%), Blackberry (25%), Blackcurrant (25%), Redcurrant (25%).",Beverages
Frozen Dark Sweet Cherries,12.8,1.1,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:desserts,en:frozen-foods,en:frozen-desserts,en:fruits-based-foods,en:frozen-plant-based-foods,en:fruits,en:frozen-fruits,en:cherries,en:frozen-dark-sweet-cherries",Cherries.,Beverages
Frozen strawberries and blueberries,7.6,0.7,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:fruits-based-foods,en:frozen-plant-based-foods,en:fruits,en:berries,en:frozen-fruits,en:blueberries,en:frozen-berries,en:frozen-blueberries",,Beverages
Frozen Blueberries,9.1,0.9,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:fruits-based-foods,en:frozen-plant-based-foods,en:fruits,en:berries,en:frozen-fruits,en:blueberries,en:frozen-berries,en:frozen-blueberries",Blueberries.,Beverages
Frozen Raspberries,4.625,1.375,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:frozen-foods,en:fruits-based-foods,en:frozen-plant-based-foods,en:fruits,en:berries,en:frozen-fruits,en:raspberries,en:frozen-berries,en:frozen-raspberries",raspberries,Beverages
Olives Vertes dénoyautées,0.0,0.9,,,Other
Pain Soft White Farmhouse,3.2,8.2,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:sliced-breads","Farine de _blé_ contenant du _gluten_ (farine de _blé_, carbonate de calcium, fer, niacine, thiamine), eau, levure, huile de palme, farine de _blé_ fermenté déshydraté (contient _gluten_), sel, graisse de palme, huile de colza, farine de _soja_, émulsifiant E471, E472e, acide ascorbique.",Beverages
Pain de mie complet Marks and Spencer,1.9,11.2,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:sliced-breads,en:wholemeal-breads,en:wholemeal-sliced-breads",,Beverages
Apple juice from concentrate,9.2,0.5,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:unsweetened-beverages,en:apple-juices",,Beverages
Smooth Orange Juice,8.0,0.6,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:orange-juices",orange juice from concentrate (100%),Beverages
Lighter Butter,1.5,1.5,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:dairy-spreads,en:milkfat,en:butters,en:butter-and-margarine-mix","Whipping Cream (Milk), Butter Oil (Milk), Water, Salt, Stabiliser: E401, E476, Emulsifier: E471, Preservative: E202, Colour: Carotenes, Vitamin A, Vitamin D.",Other
Fusilli & Ground Pork Tomato Ragu - Factor - Factor - Factor,2.67062314540059,7.12166172106825,,,Other
Bulk,0.4,80.0,,,Other
The Original Bagels,5.0,9.9,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:bagel-breads","WHEAT Flour (WHEAT Flour, Calcium Carbonate, Iron. Niacin, Thiamin), Water, Sugar, Yeast, Maize, Salt, Rapeseed Oil, Spirit Vinegar, Sweet Potato Puree, Preservative (Calcium Propionate). Malted BARLEY Flour, Flour Treatment Agent (Ascorbic Acid).",Beverages
Collagen coffee,0.0,74.0,,,Other
Vegan Mass Gainer,2.5,31.0,,,Other
Extra Lean Ground Beef 96% lean / 4% fat,0.0,21.4285714285714,en:ground-beef,ground beef,Other
Les Salades du Midi,2.35294117647059,1.17647058823529,,,Other
Mild amd creamy brie,0.1,22.1,,,Other
Pure whey protein,4.5,72.0,,,Other
Bulk protéine  whey,4.5,72.0,,,Other
Jamon cerdo empanado ajo-perejil,1.4,13.0,,,Other
Hot dog buns,5.0,6.0,,,Other
Rice Noodles,0.2,2.6,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:noodles,en:rice-noodles,fr:nouilles-de-riz","Water, Rice Flour, Vegetable Oil (Sunflower/Rapeseed)",Beverages
Chilli & Rice Bowl,1.6,8.0,"en:meals,en:meals-with-meat,en:rice-dishes,en:microwave-meals,en:chili-con-carne,en:chili-con-carne-with-side-dishes","Viande de bœuf (27 %), Riz cuit (17 %) (Riz long grain (Eau - (Riz sauvage - Huile de tournesol) - Tomates - Eau - Haricots rouges (9 %) . Purée de tomate - Oignons - Poivrons rouges - Fécule de maïs - Épices moulues (Cumin, Coriandre, Paprika, Poivre noir) - Miel - Huile de colza - Purée d'ail - Feuille de coriandre - Sel - Piments Chipotle - Paprika fumé Vinaigre de vin blanc - Origan - Sucre roux - Vinaigre balsamique - Huile de tournesol - Sucre - Correcteur d'acidité : Acide acétique.",Other
Jus d'aloe vera,0.0,0.25,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:aloe-vera-drinks",,Beverages
Aloesorh,0.0,0.0,,,Other
Aloe vera gel,0.0,0.0,,,Other
Gelée D'Aloe Vera - 473 ML - Lily of the Desert,0.0,0.0,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:dietary-supplements,en:unsweetened-beverages,en:aloe-vera-drinks","Gelée de feuilles entières d'Aloe Vera Barbadensis Miller (99.5 %), épaississant : carraghénane, stabilisateur de pH : acide citrique, conservateurs : sorbate de potassium, benzoate de sodium.",Beverages
Gelée D'Aloe Vera - 946 ML - Lily of the Desert,1.7,0.0,en:dietary-supplements,"Gelée de feuilles entières d'Aloe Vera Barbadensis Miller (99.5%), AloeSorbTM; épaississant: carraghénane; stabilisateur de pH: acide citrique; conservateurs: sorbate de potassium, benzoate de sodiumi.",Other
Jus D'aloe Vera - 473 ML - Lily of the Desert,0.0,0.0,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:dietary-supplements,en:aloe-vera-drinks","Jus de feuilles d'Aloe Vera (Aloe barbadensis), Jus concentré de gel d'Aloé vera (Aloe barbadensis) (AloeSorbTM) acidifiant: adide citrique; conservateurs: sorbate de potassium, benzoate de sodum.",Beverages
Jus D'Aloe Vera - 946 ML - Lily of the Desert,0.0,0.0,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:aloe-vera-drinks",,Beverages
Jus Biologique D' Aloe vera Bio,0.0,0.0,en:dietary-supplements,"Jus de feuilles entières d'Aloe Vera Barbadensis Miller biologique (99.7%), AloeSorbTM stabilisateur de pH: acide citrique. Sans conservateurs ni add&quot; 'fs. CONSERVER AU RÉFRIGERA IR APRÈS RTÉE DES OUVERTURE. TENIR HORS DE JEUNES ENFANTS. Ce produit n'est pas un médicament et ne peut se substituer à un régime alimentaire varié, équilibré et à un mode de vie sain. Déconseillé aux enfants de moins de 12 ans, aux femmes enceintes et allaitantes. L'utilisation prolongée de ce produit est déconseillée. Ne pas dépasser la dose journalière recommandée. Réf,: LJUSB102 NO de lot/ Date d'expiration : Volume net: 473ml bESERT, USA",Other
Zumo de áloe vera,0.0,0.0,,,Other
Jus D'aloe Vera,0.0,0.0,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:aloe-vera-drinks",,Beverages
Aloe,0.0,0.0,,,Other
Bulgogi Korean BBQ Marinade,33.3333333333333,5.55555555555556,,,Other
Seoul Kimchi Original,3.57142857142857,0.0,"en:plant-based-foods-and-beverages,en:fermented-foods,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:fermented-vegetables,en:kimchi,en:fermented-plants,en:salted-snacks","Napa cabbage, chili pepper, carrots, garlic, green onion, sugar, onion, baby shrimp, sea salt, ginger, anchovy extract (anchovy, salt, sugar)",Beverages
Bolognese pasta bowl,2.3,8.3,"en:meats-and-their-products,en:meals,en:pasta-dishes,en:meals-with-meat","Tomatoes 20%, Cooked Penne Pasta 20% (Durum Wheat, Semolina (Gluten), Water, Dried Egg White, Olive Oil, Salt), Beef 14%, Pork 14%, Onions, Carrots, Mushrooms, Tomato Purée, Rapeseed Oil, Cornflour, Honey, Garlic Purée, Basil, Red Wine, Salt, Oregano, Ground Black Pepper",Other
Unsalted Whipped Butter,0.0,0.0,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:dairy-spreads,en:milkfat,en:butters,en:unsalted-butters",,Other
Kaju Katli,52.4,10.0,,,Other
Large Curd Cottage Cheese 4% Milkfat,4.42477876106195,11.5044247787611,en:undefined,"CULTURED NONFAT MILK, MILK AND CREAM, WHEY, SALT, GUAR GUM, CARRAGEENAN, LOCUST BEAN GUM, CITRIC ACID, POLYSORBATE 80, ACETYLATED MONOGLYCERIDES, NATURAL FLAVOR, ENZYMES, CARBON DIOXIDE (TO HELP PROTECT FLAVOR)",Other
LOW FAT COTTAGE CHEESE,4.42477876106195,11.5044247787611,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses","Cultured nonfat milk, milk, whey, salt, guar gum, citric acid, carrageenan, locust bean gum, polysorbate 80, acetylated monoglycerides, natural flavor, vitamin a palmitate*, enzymes, carbon dioxide (to help protect flavor).",Other
026400289616,5.0,3.33333333333333,en:undefined,treated cows. s 12g es Og Added Sugars 0% 16% 15% 0% • Calcium 309mg 25% 9mcg 20% e enic Acid Img 20% 83mcg 60% nium 5mcg 10% Potas. 403mg 8% Riboflavin 0.4mg 30% Vit. B12 1.2mcg 50% Phosphorus 242mg 20% Zinc 1mg 10% % Daily Value tells you how much a nutrient in a serving of a daily diet. 2.000 calories a day is used general nutrition advice 206558 v1.0 0 26400 28961 Empty & Replace Cap O COATED PAPER CARTON how2recycle.info,Other
Two Reduced Fat Milk,5.0,3.33333333333333,en:undefined,"REDUCED FAT MILK, VITAMIN A PALMITATE, VITAMIN D3.",Other
Fat-free milk,12.0,0.0,,"INGREDIENTS FAT FREE MILK, VITAMIN A PALMITATE VITAMIN DI",Other
One Low Fat Milk,5.0,3.75,en:undefined,"LOWFAT MILK, VITAMIN A PALMITATE, VITAMIN D3.",Other
Lowfat Milk,4.9,3.5,en:undefined,"LOW FAT MILK, VITAMIN A PALMITATE, VITAMIN D3.",Other
"Darigold, low fat milk, chocolate",10.42,3.33,"en:dairies,en:milks","Lowfat milk, sugar, cocoa processed with alkali, cocoa, dextrose, salt, carrageenan, guar gum, vanillin, vitamin a palmitate, vitamin d3.",Other
Fat Free Milk,5.0,3.75,en:undefined,"FAT FREE MILK, LACTASE ENZYME, VITAMIN A PALMITATE, VITAMIN D3.",Other
Half & Half,3.33333333333333,2.001,en:undefined,"FAT FREE MILK, MILK. CORN SYRUP, ARTIFICIAL COLOR (TITANIUM DIOXIDE), SODIUM CITRATE, DIPOTASSIUM PHOSPHATE, MONO - AND DIGLYCERIDES, CARRAGEENAN, VITAMIN A PALMITATE.",Other
Whole Ultra-Filtered Milk,2.91666666666667,5.83333333333333,"en:dairies,en:milks","Ultra-filtered milk, milk, lactase enzyme, vitamin d3.",Other
0% Fat Free Ultra-Filtered Milk,2.91666666666667,5.83333333333333,en:dairies,"NONFAT ULTRA-FILTERED MILK, LACTASE ENZYME, VITAMIN A PALMITATE, VITAMIN D3",Other
Werther’s Original sans sucre,0.5,0.200000002980232,"en:snacks,en:sweet-snacks,en:confectioneries",,Snacks
Whole milk,5.0724637681159,3.6231884057971,"en:dairies,en:milks,en:whole-milks","milk, vitamin D3",Other
Milk,2.89855072463768,6.03864734299517,,,Other
FIT,5.7971014492754,6.0386473429952,,,Other
CHOCOLATE PROTEIN SHAKE,1.44927536231884,7.2463768115942,"en:beverages-and-beverages-preparations,en:beverages,en:dairies,en:dairy-drinks,en:flavoured-milks,en:milkshakes","Ultrafiltered skim milk, cocoa processed with alkali, allulose, monk fruit juice concentrate, natural flavors, salt, gellan gum, stevia leaf extract, monk fruit extract, lactase enzyme.",Beverages
Low Fat Cottage Cheese,4.42477876106195,11.5044247787611,en:undefined,"CULTURED NONFAT MILK, MILK, WHEY, SALT, GAUR GUM, CARRAGEENAN, LOCUST BEAN GUM, CITRIC ACID, POLYSORBATE 80, ACETYLATED MONOGLYCERIDES, NATURAL FLAVOR, VITAMIN A PALMITATE*, ENZYMES, CARBON DIOXIDE (TO HELP PROTECT FLAVOR)",Other
Cottage Cheese,4.42477876106195,11.5044247787611,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cottage-cheeses","Cultured nonfat milk, milk and cream, whey, salt, guar gum, carrageenan, locust bean gum, citric acid, polysorbate 80, acetylated monoglycerides, natural flavor, enzymes, carbon dioxide (to help protect flavor)",Other
Grade A Pasteurized Nonfat Yogurt,3.54,11.5,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses","Cultured nonfat milk, milk, whey, salt, guar gum, carrageenan, locust bean gum, citric acid, polysorbate 80, acetylated monoglycerides, natural flavors, vitamin a palmitate*, enzymes, carbon dioxide (to help protect flavor)",Other
Lowfat yogurt,3.96,4.41,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts","Lowfat milk, modified corn starch, inulin, gum acacia, agar, pectin, and live active cultures.",Other
Lowfat yogurt,12.78,3.52,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts","Lowfat milk, sugar, corn starch and modified corn starch, inulin, gum acacia, natural flavors, agar, pectin, citric acid and live active cultures.",Other
"Darigold, lowfat yogurt with probiotic cultures, raspberry",11.89,3.52,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts","Lowfat milk, sugar, raspberries, corn starch and modified corn starch, inulin, gum acacia, natural flavors, agar, pectin, citric acid, and live active cultures.",Other
"Darigold, lowfat yogurt with probiotic cultures, strawberry",12.78,3.52,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts","Lowfat milk, sugar, strawberries, modified corn starch, inulin, gum acacia, natural flavors, corn starch, agar, pectin, citric acid, red cabbage for color, and live and active cultures.",Other
Reduced Fat Chocolate Milk,5.93220338983051,5.93220338983051,"en:beverages-and-beverages-preparations,en:beverages,en:dairies,en:dairy-drinks","ULTRAFILTERED SKIM MILK, MILK, LIQUID SUGAR (SUGAR, WAIER), FRUCTOSE, COCOA PROCESSED WITH ALKALI, NATURAL FLAVORS, SALI, GELLAN GUM, LACTASE ENLYME, VITAMIN A PALMITATE, VITAMIN D3",Beverages
Fragrant Chicken & Lamp Kofta Curry,3.7,8.3,,,Other
Wild icelandic haddock fillets,0.1,17.3,,,Other
Vegan protéiné poudre,1.3,69.0,,,Other
PURE WHEY PROTEIN,4.5,72.0,,,Other
Brocolli & Stilton Soup,2.0,11.7,,,Other
Elevete Zero Pre Workout,1.0,86.0,,,Other
Stevia,0.0,0.0,,,Other
Soy Sauce,1.62973525,6.66666666666667,en:undefined,"WATER, SOYBEAN, WHEAT, SALT AND VINEGAR.",Other
Zesty chicken tagine,2.3,10.7,,,Other
Roasted British Chicken Thighs,0.1,24.6,"en:meats-and-their-products,en:meats,en:chicken-and-its-products,en:poultries,en:chickens,en:chicken-thighs",Roast Chicken Thighs (98%) Salt Brown Sugar - Dextrose. ●,Other
Sweet & Spicy Pork,4.2,8.1,,"Viande de porc (30%) • Eau • Haricots cannellini • Oignons • Riz complet cuit (7%) (Eau • Riz Complet) •   Poivrons rouges • Poivrons jaunes • Riz sauvage cuit (4,5%) (Eau • Riz sauvage) • Purée de tomate • Vinaaigre de riz • Sauce soja (Eau • Fèves de soja • Sel • Vinaigre) • Sucre • Fécule de maïs • Piments rouges • Huile de colza Sel de mer • Piments déshydratés écrasés",Other
Almzeit cremig-mild,0.1,19.7,,,Other
Saure Stars,56.0,0.100000001490116,,,Other
Medjool Dates,59.3,2.1,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:dates,en:medjool-dates",pitted medjool dates,Beverages
